sample,0.011482,0.013183,0.015136,0.017378,0.019953,0.022909,0.026303,0.0302,0.034674,0.039811,0.045709,0.052481,0.060256,0.069183,0.079433,0.091201,0.104713,0.120226,0.138038,0.158489,0.18197,0.20893,0.239883,0.275423,0.316228,0.363078,0.416869,0.47863,0.549541,0.630957,0.724436,0.831764,0.954993,1.096478,1.258925,1.44544,1.659587,1.905461,2.187762,2.511886,2.884031,3.311311,3.801894,4.365158,5.011872,5.754399,6.606934,7.585776,8.709636,10,11.481536,13.182567,15.135612,17.378008,19.952623,22.908677,26.30268,30.199517,34.673685,39.810717,45.708819,52.480746,60.255959,69.183097,79.432823,91.201084,104.712855,120.226443,138.038426,158.489319,181.970086,208.929613,239.883292,275.42287,316.227766,363.078055,416.869383,478.630092,549.540874,630.957344,724.43596,831.763771,954.992586,1096.478196,1258.925412,1445.439771,1659.586907,1905.460718,2187.761624,2511.886432,2884.031503,3311.311215,3801.893963,4365.158322,5011.872336,5754.399373,6606.93448,7585.77575,8709.6359,10000
31 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146958,0.291315,0.430934,0.517099,0.573659,0.590949,0.582568,0.562934,0.553333,0.576913,0.654333,0.796364,1.000894,1.248676,1.507588,1.742551,1.923194,2.041499,2.11518,2.199747,2.375973,2.74418,3.369791,4.297241,5.44229,6.694294,7.810753,8.583622,8.804572,8.38251,7.35503,5.878805,4.194388,2.580805,1.22047,0.197321,0.011267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092362,0.202732,0.307995,0.371003,0.414239,0.433879,0.445171,0.462204,0.502449,0.578633,0.696888,0.849861,1.019958,1.179821,1.299522,1.355264,1.338206,1.263974,1.180389,1.166465,1.325467,1.770999,2.57046,3.767951,5.253628,6.896951,8.403841,9.525358,9.996903,9.693366,8.636844,6.994184,5.057536,3.141038,1.506973,0.297485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094529,0.197598,0.292672,0.346354,0.381455,0.39761,0.412782,0.443752,0.509508,0.620901,0.778821,0.965633,1.151112,1.295772,1.362967,1.330833,1.204184,1.02056,0.858611,0.826108,1.048034,1.644939,2.663199,4.113837,5.824317,7.613051,9.13976,10.143434,10.384344,9.787395,8.443348,6.579193,4.513471,2.585239,1.012271,0.012408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16747,0.327718,0.48099,0.574137,0.635074,0.655487,0.653723,0.649392,0.670175,0.743873,0.893873,1.127521,1.434272,1.780842,2.119593,2.402793,2.592651,2.681395,2.694429,2.698057,2.786594,3.065512,3.60158,4.426875,5.446332,6.534085,7.451757,8.003331,8.016919,7.43753,6.33896,4.892448,3.33267,1.907618,0.764772,0.009552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133215,0.276573,0.414438,0.498231,0.553901,0.573762,0.574298,0.57249,0.592109,0.656426,0.784577,0.98202,1.239586,1.529535,1.812177,2.047601,2.20461,2.278268,2.293471,2.312522,2.424065,2.730726,3.300549,4.176032,5.275215,6.488962,7.580346,8.344727,8.574677,8.175456,7.176954,5.728839,4.064349,2.464346,1.109936,0.055011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150191,0.307604,0.461406,0.557502,0.621579,0.641908,0.632464,0.608566,0.594272,0.617699,0.706397,0.878554,1.137989,1.466761,1.827854,2.175364,2.461211,2.657911,2.761609,2.811434,2.880768,3.070305,3.465639,4.130849,5.023828,6.063027,7.04298,7.771561,8.043264,7.749917,6.897222,5.601403,4.078552,2.56447,1.259645,0.278296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122749,0.274822,0.437441,0.547644,0.623291,0.651056,0.646835,0.631444,0.637259,0.702429,0.868391,1.167997,1.614987,2.181995,2.798432,3.368918,3.792524,4.008761,4.009794,3.859967,3.681422,3.612419,3.773129,4.23233,4.95167,5.824851,6.618157,7.104695,7.080649,6.472938,5.367676,3.967078,2.541417,1.336472,0.482698,0.005662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120627,0.225871,0.324825,0.383738,0.421393,0.433444,0.432195,0.429444,0.439815,0.475296,0.542914,0.640781,0.760148,0.885848,1.000268,1.08874,1.144288,1.175341,1.207908,1.28983,1.481105,1.853037,2.44476,3.288026,4.314578,5.45079,6.514854,7.356399,7.804249,7.77267,7.257258,6.343768,5.198316,4.003736,2.927417,2.0819,1.505473,1.184178,1.053995,1.036229,1.050393,1.037436,0.96756,0.842167,0.675869,0.498419,0.329575,0.196365,0.090827,0.015936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146472,0.277126,0.395496,0.459853,0.496156,0.503064,0.501946,0.51557,0.571962,0.694265,0.897138,1.174502,1.50279,1.839613,2.135457,2.347569,2.449083,2.443623,2.36853,2.295049,2.320539,2.547765,3.044848,3.847741,4.873141,6.009839,7.029194,7.73735,7.943819,7.566782,6.643998,5.315876,3.812744,2.36715,1.16974,0.32345,0.01011,0,0,0.071449,0.307415,0.500982,0.597801,0.598877,0.521062,0.399778,0.265472,0.141261,0.016551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096982,0.207201,0.311642,0.374263,0.418591,0.442363,0.46238,0.493358,0.552206,0.648045,0.780761,0.933979,1.080943,1.188353,1.227218,1.183546,1.069383,0.927831,0.839182,0.910411,1.2564,1.985488,3.118804,4.644089,6.361312,8.072605,9.439732,10.219692,10.217548,9.405131,7.922698,6.024108,4.030735,2.257805,0.884311,0.010904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101-rep2 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099737,0.207546,0.307726,0.364767,0.401147,0.414859,0.422664,0.440696,0.488087,0.578149,0.716107,0.891223,1.080911,1.252177,1.371119,1.41344,1.374355,1.27735,1.18107,1.174819,1.368387,1.876201,2.75518,4.034274,5.578329,7.235722,8.696971,9.711563,10.033059,9.565321,8.365421,6.634796,4.660041,2.788941,1.221729,0.016116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159929,0.311995,0.456252,0.542301,0.596905,0.612704,0.607641,0.601003,0.619513,0.689933,0.834906,1.062393,1.36438,1.711763,2.060797,2.365148,2.584061,2.702636,2.734867,2.735182,2.789122,2.999836,3.445176,4.174874,5.124165,6.192607,7.160036,7.831529,8.0128,7.615541,6.670649,5.318887,3.779363,2.30708,1.070252,0.146522,0.007249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152414,0.272539,0.3888,0.462183,0.510289,0.525286,0.518057,0.500414,0.489201,0.502119,0.554486,0.655529,0.808718,1.010515,1.252211,1.524503,1.817986,2.136439,2.488477,2.908617,3.426787,4.093555,4.906584,5.862928,6.846575,7.742851,8.355089,8.535708,8.181116,7.285737,5.968527,4.41388,2.859903,1.518008,0.518228,0.005743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188751,0.386177,0.545921,0.667973,0.741169,0.767823,0.755516,0.721853,0.692154,0.698872,0.775086,0.945467,1.218855,1.578975,1.985952,2.386839,2.722555,2.954097,3.066373,3.091005,3.09925,3.192752,3.467078,3.994347,4.751437,5.669289,6.561664,7.247459,7.529273,7.2977,6.547633,5.377689,3.984056,2.579903,1.35752,0.441632,0.009904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191712,0.384373,0.53762,0.653122,0.719488,0.740402,0.724256,0.689765,0.662785,0.675392,0.758998,0.934991,1.207999,1.557765,1.942485,2.310698,2.609474,2.809346,2.907912,2.948997,3.012321,3.203215,3.607533,4.283677,5.177467,6.192815,7.113312,7.742682,7.886918,7.458037,6.490485,5.128979,3.595726,2.146043,0.944654,0.048556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111 rep2 - Average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184446,0.37323,0.523155,0.635448,0.699995,0.720929,0.707333,0.678051,0.658597,0.679639,0.770634,0.950788,1.223699,1.57015,1.95161,2.321143,2.629876,2.85036,2.978474,3.053641,3.147408,3.357073,3.760165,4.409731,5.252171,6.196052,7.039093,7.599644,7.70069,7.263225,6.322072,5.012199,3.540447,2.144578,0.978923,0.115329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
